"SUID","annotation","database","id","instance","interaction","Interactiontype","metaid","modifiers","name","PMIDs","polarity","products","r_id","reactants","reldate","release","selected","shared interaction","shared name","shared_interaction","shared_name","source","source_alias","target","target_alias","type"
"105164","",,"57025","sa2479 -D sa3426","interacts with","interaction","re1162","","   HIF1a    (interacts with)  dreg_HIF1a ",,"0.0","s10367","re1162","s4743",,,"false","interacts with","   HIF1a    (interacts with)  dreg_HIF1a ","interacts with","   HIF1a    (interacts with)  dreg_HIF1a ","55529",,"56657",,"TRANSLATION"
"105165","",,"57024","sa734 -D sa742","interacts with","interaction","re417","","    _beta_-Catenin     (interacts with)      _beta_-Catenin     ",,"0.0","s1146","re417","s1130",,,"false","interacts with","    _beta_-Catenin     (interacts with)      _beta_-Catenin     ","interacts with","    _beta_-Catenin     (interacts with)      _beta_-Catenin     ","55528",,"56153",,"TRANSPORT"
"105166","pubmed:18426405|pubmed:18426405|pubmed:23164545|pubmed:15986136",,"57023","csa347 -o sa2512","interacts with","stimulation","re1200","s5087|s4994|s5187|s5178|s10345","  TGF_beta_R2/TGF_beta_R1|active   (interacts with) Smad2/3|_pho",,"1.0","s4907","re1200","s4905",,,"false","interacts with","  TGF_beta_R2/TGF_beta_R1|active   (interacts with) Smad2/3|_pho","interacts with","  TGF_beta_R2/TGF_beta_R1|active   (interacts with) Smad2/3|_pho","55526",,"55778",,"CATALYSIS"
"105167","pubmed:24202393|pubmed:24202393|pubmed:24202393|pubmed:24505617|drugbank:DB08911|drugbank:DB06616|pubmed:17332304|pubmed:18172275|pubmed:25841454",,"57022","sa109 -D sa110","interacts with","interaction","re54","s174|s10275|s181|s1945|s7356|s7358","MAP2K/MEK1/2 (interacts with) MAP2K/MEK1/2|_pho|active",,"0.0","s176","re54","s175",,,"false","interacts with","MAP2K/MEK1/2 (interacts with) MAP2K/MEK1/2|_pho|active","interacts with","MAP2K/MEK1/2 (interacts with) MAP2K/MEK1/2|_pho|active","55524",,"56842",,"STATE_TRANSITION"
"105168","",,"57021","sa2144 -D sa2145","interacts with","interaction","re987","","BCL-3 (interacts with) BCL-3|_ubi",,"0.0","s3759","re987","s3758",,,"false","interacts with","BCL-3 (interacts with) BCL-3|_ubi","interacts with","BCL-3 (interacts with) BCL-3|_ubi","55523",,"56407",,"STATE_TRANSITION"
"105169","pubmed:17377525",,"57020","sa1219 -D sa1220","interacts with","interaction","re596","","ATP (interacts with) ADP",,"0.0","s2049|s2045","re596","s2048|s10324|s9294",,,"false","interacts with","ATP (interacts with) ADP","interacts with","ATP (interacts with) ADP","55522",,"55754",,"HETERODIMER_ASSOCIATION"
"105170","pubmed:17377525",,"57019","sa1219 -D csa167","interacts with","interaction","re596","","ATP (interacts with) Apaf-1/Cytochrome C",,"0.0","s2049|s2045","re596","s2048|s10324|s9294",,,"false","interacts with","ATP (interacts with) Apaf-1/Cytochrome C","interacts with","ATP (interacts with) Apaf-1/Cytochrome C","55522",,"56719",,"HETERODIMER_ASSOCIATION"
"105171","",,"57018","sa2033 -D csa284","interacts with","interaction","re909","GSK3B_P","APC (interacts with)  AXIN/APC/GSK ",,"0.0","s3394","re909","GSK3B|s3399|s3398",,,"false","interacts with","APC (interacts with)  AXIN/APC/GSK ","interacts with","APC (interacts with)  AXIN/APC/GSK ","55521",,"56684",,"HETERODIMER_ASSOCIATION"
"105172","",,"57017","sa3374 -D csa430","interacts with","interaction","re1520","","dreg_MCL-1 (interacts with) Bid/MCL-1",,"0.0","s7915","re1520","s2096|s10319",,,"false","interacts with","dreg_MCL-1 (interacts with) Bid/MCL-1","interacts with","dreg_MCL-1 (interacts with) Bid/MCL-1","55520",,"55812",,"HETERODIMER_ASSOCIATION"
"105173","pubmed:23164545|pubmed:18426405",,"57016","csa356 -D csa252","interacts with","interaction","re1213",""," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with)   26S Proteasome  ",,"0.0","s10221","re1213","s5187",,,"false","interacts with"," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with)   26S Proteasome  ","interacts with"," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with)   26S Proteasome  ","55519",,"55805",,"TRANSPORT"
"105174","pubmed:18426405|pubmed:18426405|pubmed:23164545|pubmed:15986136",,"57015","csa356 -I sa2512","interacts with","inhibition","re1200","s5087|s4994|s5187|s5178|s10345"," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with) Smad2/3|_pho",,"-1.0","s4907","re1200","s4905",,,"false","interacts with"," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with) Smad2/3|_pho","interacts with"," TGF_beta_R2/TGF_beta_R1/Smad7/SMURF  (interacts with) Smad2/3|_pho","55519",,"55778",,"INHIBITION"
"105175","",,"57014","sa1747 -D sa1751","interacts with","interaction","re797",""," TRAIL  (interacts with)   TRAIL  ",,"0.0","s2853","re797","s2849",,,"false","interacts with"," TRAIL  (interacts with)   TRAIL  ","interacts with"," TRAIL  (interacts with)   TRAIL  ","55518",,"55570",,"TRANSPORT"
"105176","pubmed:15986140|pubmed:17186030|drugbank:DB08865|drugbank:DB08875",,"57013","sa2173 -D csa309","interacts with","interaction","re1027","s7288|s7359","JAK (interacts with) HGF/HGFR/JAK|active",,"0.0","s8940","re1027","s3854|s1888|s10283",,,"false","interacts with","JAK (interacts with) HGF/HGFR/JAK|active","interacts with","JAK (interacts with) HGF/HGFR/JAK|active","55517",,"56104",,"HETERODIMER_ASSOCIATION"
"105177","pubmed:15986140|pubmed:17186030|drugbank:DB01269|drugbank:DB00002|drugbank:DB00317|drugbank:DB01259|drugbank:DB00530|drugbank:DB08916|drugbank:DB05294",,"57012","sa2173 -D csa321","interacts with","interaction","re1062","s7284|s7281|s7280|s7285|s7283|s7286|s7287","JAK (interacts with) EGF/EGFR/JAK|active",,"0.0","s4110","re1062","s3854|s254|s255",,,"false","interacts with","JAK (interacts with) EGF/EGFR/JAK|active","interacts with","JAK (interacts with) EGF/EGFR/JAK|active","55517",,"55438",,"HETERODIMER_ASSOCIATION"
"105178","pubmed:15229476|pubmed:17898809|pubmed:15986140|pubmed:17186030|pubmed:23383308",,"57011","sa2173 -D csa324","interacts with","interaction","re1065","s8523","JAK (interacts with) IGF/IGF1R/JAK|active",,"0.0","s8948","re1065","s3854|s10315|s2299",,,"false","interacts with","JAK (interacts with) IGF/IGF1R/JAK|active","interacts with","JAK (interacts with) IGF/IGF1R/JAK|active","55517",,"56580",,"HETERODIMER_ASSOCIATION"
"105179","pubmed:24089445|pubmed:24089445|pubmed:19585149|pubmed:16815849",,"57010","sa3408 -D csa287","interacts with","interaction","re925","s3424"," dreg_Cyclin D1  (interacts with) CyclinD1/CDK4",,"0.0","s7211","re925","s10347|s3427",,,"false","interacts with"," dreg_Cyclin D1  (interacts with) CyclinD1/CDK4","interacts with"," dreg_Cyclin D1  (interacts with) CyclinD1/CDK4","55515",,"56755",,"HETERODIMER_ASSOCIATION"
"105180","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"57009","sa3152 -D csa443","interacts with","interaction","re1472","s8067|s8080","  BAD|active   (interacts with)  BAD/BCL-w ",,"0.0","s7844|s7912","re1472","s470|s7908",,,"false","interacts with","  BAD|active   (interacts with)  BAD/BCL-w ","interacts with","  BAD|active   (interacts with)  BAD/BCL-w ","55514",,"55941",,"DISSOCIATION"
"105181","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"57008","sa3152 -D sa3158","interacts with","interaction","re1472","s8067|s8080","  BAD|active   (interacts with)     BIM    ",,"0.0","s7844|s7912","re1472","s470|s7908",,,"false","interacts with","  BAD|active   (interacts with)     BIM    ","interacts with","  BAD|active   (interacts with)     BIM    ","55514",,"56654",,"DISSOCIATION"
"105182","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"57007","sa3152 -D sa3155","interacts with","interaction","re1471","s8067|s8080","  BAD|active   (interacts with)    BIM   ",,"0.0","s8074|s7844","re1471","s7907|s470",,,"false","interacts with","  BAD|active   (interacts with)    BIM   ","interacts with","  BAD|active   (interacts with)    BIM   ","55514",,"56014",,"DISSOCIATION"
"105183","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"57006","sa3152 -D csa442","interacts with","interaction","re1471","s8067|s8080","  BAD|active   (interacts with)  BAD/BCL-XL ",,"0.0","s8074|s7844","re1471","s7907|s470",,,"false","interacts with","  BAD|active   (interacts with)  BAD/BCL-XL ","interacts with","  BAD|active   (interacts with)  BAD/BCL-XL ","55514",,"56031",,"DISSOCIATION"
"105184","pubmed:22270953|pubmed:22270953|pubmed:22270953",,"57005","csa75 -D csa161","interacts with","interaction","re552","","HGF/HGFR (interacts with) HGF/HGFR/GRB2/GAB1/SHP2/PI3K",,"0.0","s9075","re552","s10228|s1910|s9081|s810|s1909",,,"false","interacts with","HGF/HGFR (interacts with) HGF/HGFR/GRB2/GAB1/SHP2/PI3K","interacts with","HGF/HGFR (interacts with) HGF/HGFR/GRB2/GAB1/SHP2/PI3K","55513",,"56570",,"HETERODIMER_ASSOCIATION"
"105185","pubmed:25111671|pubmed:16420243|pubmed:11929605",,"57004","sa2756 -o sa2744","interacts with","stimulation","re1298","s5770","TYRP2 (interacts with) 5,6-Dihydroxyindole",,"1.0","s5759","re1298","s5755",,,"false","interacts with","TYRP2 (interacts with) 5,6-Dihydroxyindole","interacts with","TYRP2 (interacts with) 5,6-Dihydroxyindole","55512",,"56134",,"CATALYSIS"
"105186","",,"57003","sa2954 -D sa2957","interacts with","interaction","re1401","","RAB27a (interacts with)  RAB27a ",,"0.0","s6726","re1401","s6723",,,"false","interacts with","RAB27a (interacts with)  RAB27a ","interacts with","RAB27a (interacts with)  RAB27a ","55511",,"56011",,"TRANSCRIPTION"
"105187","pubmed:12789291|pubmed:18431400",,"57002","sa1745 -D sa1749","interacts with","interaction","re792","s2804|s695","   CD95    (interacts with)     CD95    ",,"0.0","s2851","re792","s2847",,,"false","interacts with","   CD95    (interacts with)     CD95    ","interacts with","   CD95    (interacts with)     CD95    ","55510",,"55764",,"TRANSCRIPTION"
"105188","pubmed:18426405",,"57001","sa2615 -D sa492","interacts with","interaction","re1228","","   CDKN2B/p15    (interacts with) Cell cycle arrest",,"0.0","s705","re1228","s5197",,,"false","interacts with","   CDKN2B/p15    (interacts with) Cell cycle arrest","interacts with","   CDKN2B/p15    (interacts with) Cell cycle arrest","55509",,"56551",,"STATE_TRANSITION"
"105189","pubmed:18314333|pubmed:18314333|pubmed:18314333",,"57000","csa441 -I sa3147","interacts with","inhibition","re1470","s7920|s7908|s7907|s10111|s7899","BIM/BCL-w (interacts with)   BIM  ",,"-1.0","s7844","re1470","s7844",,,"false","interacts with","BIM/BCL-w (interacts with)   BIM  ","interacts with","BIM/BCL-w (interacts with)   BIM  ","55508",,"55940",,"INHIBITION"
"105190","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"56999","csa441 -D csa443","interacts with","interaction","re1472","s8067|s8080","BIM/BCL-w (interacts with)  BAD/BCL-w ",,"0.0","s7844|s7912","re1472","s470|s7908",,,"false","interacts with","BIM/BCL-w (interacts with)  BAD/BCL-w ","interacts with","BIM/BCL-w (interacts with)  BAD/BCL-w ","55508",,"55941",,"DISSOCIATION"
"105191","pubmed:18314333|pubmed:19641507|pubmed:19641507",,"56998","csa441 -D sa3158","interacts with","interaction","re1472","s8067|s8080","BIM/BCL-w (interacts with)     BIM    ",,"0.0","s7844|s7912","re1472","s470|s7908",,,"false","interacts with","BIM/BCL-w (interacts with)     BIM    ","interacts with","BIM/BCL-w (interacts with)     BIM    ","55508",,"56654",,"DISSOCIATION"
"105192","pubmed:12094235|pubmed:20414202|pubmed:12094235|pubmed:24239264|pubmed:22270953|pubmed:19283671|pubmed:17898809|pubmed:16912270|pubmed:17404109|pubmed:11585772|pubmed:19828018|pubmed:23403721|pubmed:21378407|pubmed:15459662",,"56997","sa243 -D sa244","interacts with","interaction","re143","s9069|s852|s9075|s10245|s9081|s10282|s4481|s9081","PtdIns(4,5)P2 (interacts with) PtdIns(3,4,5)P3",,"0.0","s365","re143","s364",,,"false","interacts with","PtdIns(4,5)P2 (interacts with) PtdIns(3,4,5)P3","interacts with","PtdIns(4,5)P2 (interacts with) PtdIns(3,4,5)P3","55507",,"55755",,"STATE_TRANSITION"
"105193","",,"56996","csa36 -D sa304","interacts with","stimulation","re174","","eIF4G/PABP/eIF4A/eIF4E (interacts with) Initiation of  Translation",,"1.0","s461","re174","s456",,,"false","interacts with","eIF4G/PABP/eIF4A/eIF4E (interacts with) Initiation of  Translation","interacts with","eIF4G/PABP/eIF4A/eIF4E (interacts with) Initiation of  Translation","55506",,"56219",,"PHYSICAL_STIMULATION"
"105194","pubmed:12207176|pubmed:12207176|pubmed:12207176|pubmed:18545270|pubmed:18545270|pubmed:18314333",,"56995","sa1275 -o sa1206","interacts with","stimulation","re625","s2094|s2095|s2094|s2094|s9276|s7916|s7918|s7915|s10115","Caspase 8|active (interacts with) tBid|active",,"1.0","s2036","re625","s2096",,,"false","interacts with","Caspase 8|active (interacts with) tBid|active","interacts with","Caspase 8|active (interacts with) tBid|active","55505",,"56320",,"CATALYSIS"
"105195","pubmed:19641507|pubmed:19641507|pubmed:19641507|pubmed:19641507",,"56994","sa1275 -o sa3187","interacts with","stimulation","re1479","s2060|s2059|s2094|s2095","Caspase 8|active (interacts with) tBAD",,"1.0","s8063","re1479","s470",,,"false","interacts with","Caspase 8|active (interacts with) tBAD","interacts with","Caspase 8|active (interacts with) tBAD","55505",,"56477",,"CATALYSIS"
"105196","pubmed:18923074",,"56993","csa11 -D sa131","interacts with","interaction","re62","","Complex Myc/Max (interacts with) E-box: CANNTG",,"0.0","DNA_target","re62","s196",,,"false","interacts with","Complex Myc/Max (interacts with) E-box: CANNTG","interacts with","Complex Myc/Max (interacts with) E-box: CANNTG","55503",,"56597",,"STATE_TRANSITION"
"105197","pubmed:11988768|pubmed:18235236|pubmed:19133301",,"56992","sa2422 -o sa1083","interacts with","stimulation","re531","s1845"," Ins(1,4,5)P3  (interacts with) Ins(1,4,5)P3 receptor|active",,"1.0","s1847","re531","s1847",,,"false","interacts with"," Ins(1,4,5)P3  (interacts with) Ins(1,4,5)P3 receptor|active","interacts with"," Ins(1,4,5)P3  (interacts with) Ins(1,4,5)P3 receptor|active","55502",,"55788",,"CATALYSIS"
"105198","",,"56991","sa1850 -D sa1855","interacts with","interaction","re873",""," TFAP2C  (interacts with)   TFAP2C  ",,"0.0","s3076","re873","s3071",,,"false","interacts with"," TFAP2C  (interacts with)   TFAP2C  ","interacts with"," TFAP2C  (interacts with)   TFAP2C  ","55500",,"56360",,"TRANSPORT"
"105199","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56990","sa663 -D csa108","interacts with","interaction","re434","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MMP3_gene complex",,"0.0","s1232","re434+re956","s1069|s5558",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MMP3_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MMP3_gene complex","55499",,"56319",,"HETERODIMER_ASSOCIATION"
"105200","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56989","sa663 -D csa112","interacts with","interaction","re438","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/Slug_gene complex",,"0.0","s1234","re438+re961","s1164|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/Slug_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/Slug_gene complex","55499",,"55549",,"HETERODIMER_ASSOCIATION"
"105201","pubmed:23151663",,"56988","sa663 -D sa689","interacts with","stimulation","re381","","  _beta_-Catenin   (interacts with) Differentiation",,"1.0","s1096","re381","s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) Differentiation","interacts with","  _beta_-Catenin   (interacts with) Differentiation","55499",,"56157",,"PHYSICAL_STIMULATION"
"105202","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56987","sa663 -D csa113","interacts with","interaction","re439","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/Slug_gene complex",,"0.0","s1238","re439+re962","s1069|s1165",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/Slug_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/Slug_gene complex","55499",,"56783",,"HETERODIMER_ASSOCIATION"
"105203","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56986","sa663 -D csa106","interacts with","interaction","re432","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MITF_gene complex",,"0.0","s1231","re432+re952","s1069|s1158",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MITF_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/MITF_gene complex","55499",,"56458",,"HETERODIMER_ASSOCIATION"
"105204","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56985","sa663 -D csa102","interacts with","interaction","re429","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/Lef/MYC_gene complex",,"0.0","s1224","re429+re950","s10352|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/Lef/MYC_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/Lef/MYC_gene complex","55499",,"56039",,"HETERODIMER_ASSOCIATION"
"105205","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56984","sa663 -D csa115","interacts with","interaction","re441","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex",,"0.0","s1236","re441+re964","s1167|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/_beta_-Catenin_gene complex","55499",,"56507",,"HETERODIMER_ASSOCIATION"
"105206","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56983","sa663 -D csa110","interacts with","interaction","re436","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/TWIST_gene complex",,"0.0","s1233","re436+re959","s6148|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/TWIST_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/TWIST_gene complex","55499",,"56396",,"HETERODIMER_ASSOCIATION"
"105207","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56982","sa663 -D csa107","interacts with","interaction","re433","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MITF_gene complex",,"0.0","s1242","re433+re953","s1159|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MITF_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MITF_gene complex","55499",,"56676",,"HETERODIMER_ASSOCIATION"
"105208","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56981","sa663 -D csa103","interacts with","interaction","re431","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MYC_gene complex",,"0.0","s1243","re431+re951","s10354|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MYC_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MYC_gene complex","55499",,"56560",,"HETERODIMER_ASSOCIATION"
"105209","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56980","sa663 -D csa111","interacts with","interaction","re437","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/TWIST_gene complex",,"0.0","s1240","re437+re960","s6145|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","55499",,"56830",,"HETERODIMER_ASSOCIATION"
"105210","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56979","sa663 -D csa114","interacts with","interaction","re440","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex",,"0.0","s1235","re440+re963","s1166|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/TCF/_beta_-Catenin_gene complex","55499",,"55923",,"HETERODIMER_ASSOCIATION"
"105211","pubmed:23151663",,"56978","sa663 -D sa2148","interacts with","stimulation","re382","","  _beta_-Catenin   (interacts with) Cellular proliferation",,"1.0","Proliferation","re382","s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) Cellular proliferation","interacts with","  _beta_-Catenin   (interacts with) Cellular proliferation","55499",,"56725",,"PHYSICAL_STIMULATION"
"105212","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56977","sa663 -D csa109","interacts with","interaction","re435","s2127","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MMP3_gene complex",,"0.0","s1241","re435+re957","s5561|s1069",,,"false","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MMP3_gene complex","interacts with","  _beta_-Catenin   (interacts with) _beta_-Catenin/LEF/MMP3_gene complex","55499",,"56475",,"HETERODIMER_ASSOCIATION"
"105213","pubmed:17214848|pubmed:16034302|pubmed:9310959|pubmed:1381702|pubmed:22684365",,"56976","sa1889 -D sa1890","interacts with","interaction","re881","s3256|s10361","c-KIT (interacts with)  c-KIT ",,"0.0","s3112","re881","s3111",,,"false","interacts with","c-KIT (interacts with)  c-KIT ","interacts with","c-KIT (interacts with)  c-KIT ","55498",,"55806",,"TRANSPORT"
"105214","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"56975","csa97 -D csa111","interacts with","interaction","re437","s2127","LEF/TWIST_gene complex (interacts with) _beta_-Catenin/LEF/TWIST_gene complex",,"0.0","s1240","re437+re960","s6145|s1069",,,"false","interacts with","LEF/TWIST_gene complex (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","interacts with","LEF/TWIST_gene complex (interacts with) _beta_-Catenin/LEF/TWIST_gene complex","55496",,"56830",,"HETERODIMER_ASSOCIATION"
"105215","pubmed:25109840|pubmed:15372092|pubmed:23563312|pubmed:25061102|pubmed:23222305",,"56974","csa97 -I sa721","interacts with","inhibition","re400","s6145|s6148|s1233|s1240|s6144|s190","LEF/TWIST_gene complex (interacts with)  TWIST1 ",,"-1.0","s1116","re400","s1091",,,"false","interacts with","LEF/TWIST_gene complex (interacts with)  TWIST1 ","interacts with","LEF/TWIST_gene complex (interacts with)  TWIST1 ","55496",,"55967",,"INHIBITION"
"105216","",,"56973","sa2475 -D sa2472","interacts with","interaction","re1158","","    MMP-14     (interacts with)   MMP-14  ",,"0.0","s4673","re1158","s4675",,,"false","interacts with","    MMP-14     (interacts with)   MMP-14  ","interacts with","    MMP-14     (interacts with)   MMP-14  ","55495",,"55621",,"TRANSLATION"
"105217","pubmed:12573439|pubmed:12573439|pubmed:12573439|pubmed:12573439",,"56972","sa2982 -o sa545","interacts with","stimulation","re327","s690|s636|s6939","Senescence  (interacts with) p14ARF|active",,"1.0","s765","re327","s765",,,"false","interacts with","Senescence  (interacts with) p14ARF|active","interacts with","Senescence  (interacts with) p14ARF|active","55494",,"56774",,"CATALYSIS"
"105218","pubmed:15887220",,"56971","sa3252 -I sa465","interacts with","inhibition","re244","s8524","Bortezomib (interacts with)  Degratation after polyubiquitination ",,"-1.0","s647","re244","s644",,,"false","interacts with","Bortezomib (interacts with)  Degratation after polyubiquitination ","interacts with","Bortezomib (interacts with)  Degratation after polyubiquitination ","55493",,"55912",,"INHIBITION"
"105219","pubmed:15887220",,"56970","sa3252 -I sa1693","interacts with","inhibition","re748","s8524","Bortezomib (interacts with)   Degratation after polyubiquitination  ",,"-1.0","s505","re748","s10221",,,"false","interacts with","Bortezomib (interacts with)   Degratation after polyubiquitination  ","interacts with","Bortezomib (interacts with)   Degratation after polyubiquitination  ","55493",,"56199",,"INHIBITION"
"105220","pubmed:22134240|pubmed:15887220",,"56969","sa3252 -I sa340","interacts with","inhibition","re202","s8524","Bortezomib (interacts with) Degratation after polyubiquitination",,"-1.0","s505","re202","s10221",,,"false","interacts with","Bortezomib (interacts with) Degratation after polyubiquitination","interacts with","Bortezomib (interacts with) Degratation after polyubiquitination","55493",,"55830",,"INHIBITION"
"105221","pubmed:15986140|pubmed:10951266",,"56968","sa2233 -D sa2147","interacts with","interaction","re1056",""," MMP-2|active  (interacts with) Melanoma cell invasion",,"0.0","s3761","re1056","s4072",,,"false","interacts with"," MMP-2|active  (interacts with) Melanoma cell invasion","interacts with"," MMP-2|active  (interacts with) Melanoma cell invasion","55492",,"55930",,"STATE_TRANSITION"
"105222","pubmed:15986140|pubmed:15116091|pubmed:10951266",,"56967","sa2233 -D sa2237","interacts with","interaction","re1057",""," MMP-2|active  (interacts with) Metastatic phenotype",,"0.0","s4074","re1057","s4072",,,"false","interacts with"," MMP-2|active  (interacts with) Metastatic phenotype","interacts with"," MMP-2|active  (interacts with) Metastatic phenotype","55492",,"56384",,"STATE_TRANSITION"
"105223","pubmed:18431400",,"56966","sa496 -D sa509","interacts with","interaction","re284","s695","GADD45alpha (interacts with) mRNA_GADD45alpha",,"0.0","s722","re284","s709",,,"false","interacts with","GADD45alpha (interacts with) mRNA_GADD45alpha","interacts with","GADD45alpha (interacts with) mRNA_GADD45alpha","55491",,"56271",,"TRANSCRIPTION"
"105224","pubmed:10597268|pubmed:19641507|pubmed:10597268|pubmed:10558990|pubmed:19641507",,"56965","sa3200 -D sa3201","interacts with","interaction","re1483","s1974|s2377|s414","    BAD|active     (interacts with) BAD|Ser-112_pho",,"0.0","s8071","re1483","s470",,,"false","interacts with","    BAD|active     (interacts with) BAD|Ser-112_pho","interacts with","    BAD|active     (interacts with) BAD|Ser-112_pho","55490",,"56416",,"STATE_TRANSITION"
"105225","pubmed:19641507|pubmed:19641507|pubmed:19641507",,"56964","sa2432 -o sa3207","interacts with","stimulation","re1486","s3426|s4567","Calcineurin|active (interacts with)  14-3-3 ",,"1.0","s470|s1989","re1486","s8080",,,"false","interacts with","Calcineurin|active (interacts with)  14-3-3 ","interacts with","Calcineurin|active (interacts with)  14-3-3 ","55489",,"55943",,"CATALYSIS"
"105226","pubmed:19641507|pubmed:19641507|pubmed:19641507",,"56963","sa2432 -o sa3208","interacts with","stimulation","re1486","s3426|s4567","Calcineurin|active (interacts with)      BAD|active     ",,"1.0","s470|s1989","re1486","s8080",,,"false","interacts with","Calcineurin|active (interacts with)      BAD|active     ","interacts with","Calcineurin|active (interacts with)      BAD|active     ","55489",,"55470",,"CATALYSIS"
"105227","pubmed:18235236|pubmed:21225259",,"56962","sa2432 -o sa2433","interacts with","stimulation","re1130","s4567","Calcineurin|active (interacts with) NFAT|active",,"1.0","s4568","re1130","s4569",,,"false","interacts with","Calcineurin|active (interacts with) NFAT|active","interacts with","Calcineurin|active (interacts with) NFAT|active","55489",,"55646",,"CATALYSIS"
"105228","",,"56961","sa1738 -D sa3417","interacts with","interaction","re783","","  cFLIP   (interacts with)  dreg_cFLIP ",,"0.0","s10318","re783","s2840",,,"false","interacts with","  cFLIP   (interacts with)  dreg_cFLIP ","interacts with","  cFLIP   (interacts with)  dreg_cFLIP ","55488",,"56253",,"TRANSLATION"
